"seen_total","question_6_pre","question_2_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","engagement","survey_type","quiz_answer","engagement_1","engagement_3","engagement_2","question_2_post","question_3_post","question_5_post","question_6_post","question_1_post","question_4_post","demo_gender","demo_age","demo_asked","demo_school","demo_media","last.seen"
6,"7","7","5","5","6","7",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 13:00:46"
1,"","1","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:56:56"
5,"2","5","4","7","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:56:49"
6,"6","5","7","7","6","7",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 12:55:54"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:54:32"
0,"7","1","7","1","7","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 12:52:44"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:52:26"
3,"6","6","","4","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:47:51"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:47:01"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:46:57"
1,"","","","2","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:46:34"
6,"6","2","5","1","6","2",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 12:45:56"
6,"4","1","1","1","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 12:44:54"
1,"1","1","1","1","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:41:20"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:39:35"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:38:59"
1,"","1","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:38:16"
6,"3","1","1","","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 12:38:01"
6,"7","1","7","4","1","4",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 12:36:35"
1,"","","","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:35:47"
6,"1","1","1","1","1","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 12:34:56"
0,"6","5","6","6","1","4",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 12:33:23"
2,"","7","7","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:32:53"
6,"6","1","3","2","2","3",0,"continuous","D","","","","1","2","2","4","1","2","Female","45-65",1,"C","E","2021-05-07 12:32:39"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:31:06"
1,"","","","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:31:03"
0,"7","7","7","7","7","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 12:30:47"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:30:10"
0,"1","1","7","3","1","3",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 12:29:36"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:29:18"
1,"","","","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:27:25"
5,"6","5","","6","6","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:22:39"
1,"","","","","","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:22:04"
6,"1","1","1","4","3","1",1,"continuous","A","Yes","Yes","Yes","1","1","3","3","5","5","Female","45-65",1,"B","A","2021-05-07 12:20:16"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:20:03"
1,"1","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:18:58"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:18:08"
4,"","1","1","5","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:16:43"
5,"6","2","5","5","6","5",1,"continuous","B","Yes","Yes","Yes","","7","3","4","2","2","","",NA,"","","2021-05-07 12:16:05"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:15:21"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:15:06"
6,"4","","","5","1","4",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 12:14:44"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:14:33"
5,"5","1","1","","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:12:30"
6,"4","1","6","4","1","5",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 12:12:08"
6,"5","3","4","5","3","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 12:11:17"
6,"4","2","2","3","1","2",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-07 12:10:02"
2,"","1","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:06:09"
5,"1","1","","1","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:05:49"
4,"2","1","3","","2","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:05:16"
6,"5","5","2","5","1","2",1,"continuous","","No","","No","","","","","","","","",NA,"","","2021-05-07 12:03:30"
3,"4","","","1","4","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:03:25"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:03:24"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:03:22"
3,"1","1","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:02:36"
0,"4","4","4","4","3","5",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 12:02:27"
5,"7","1","","6","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 12:01:19"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:58:12"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:57:33"
6,"6","2","5","7","2","4",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 11:54:42"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:54:06"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:49:03"
0,"4","4","4","6","1","4",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 11:47:39"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:47:25"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:42:35"
2,"5","","5","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:39:26"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:34:16"
0,"6","2","4","4","2","1",0,"continuous","B","","","","","","","","","","","",NA,"","","2021-05-07 11:33:17"
1,"","","","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:32:32"
5,"7","7","7","7","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:29:59"
6,"1","1","1","1","1","1",0,"continuous","A","","","","1","1","1","1","1","1","Male","45-65",1,"D","C","2021-05-07 11:29:58"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:29:16"
6,"5","1","1","6","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 11:25:40"
6,"1","1","1","1","2","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 11:22:35"
6,"5","3","5","6","4","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 11:22:11"
2,"","","4","Stop","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:21:18"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:21:06"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:20:34"
5,"7","","4","4","1","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:17:58"
5,"2","5","2","7","","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:15:35"
1,"","","","","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:15:32"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:14:21"
2,"","4","","","","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:10:48"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:10:31"
6,"2","1","7","1","7","2",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-07 11:10:24"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:09:20"
5,"5","5","5","6","","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:08:25"
6,"7","1","1","6","7","7",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 11:06:15"
0,"6","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:06:00"
5,"5","2","2","6","2","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:05:37"
0,"1","1","1","1","1","1",0,"continuous","C","","","","","Stop","","","","","","",NA,"","","2021-05-07 11:05:31"
6,"5","1","1","1","4","2",1,"continuous","A","Yes","Yes","Yes","1","1","1","1","1","1","Female","45-65",1,"D","D","2021-05-07 11:05:08"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 11:03:04"
6,"7","2","2","5","5","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 11:02:04"
2,"","","7","","","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:57:31"
5,"7","7","7","7","","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:56:55"
1,"6","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:56:23"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:55:15"
3,"","","4","1","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:55:15"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:53:45"
2,"4","1","1","1","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:40:45"
5,"6","4","7","6","6","6",0,"continuous","B","","","","1","1","2","3","1","","","",NA,"","","2021-05-07 10:39:53"
1,"7","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:35:54"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:33:13"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:32:10"
6,"6","4","4","5","1","5",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-07 10:31:58"
0,"","","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX9RAYfo&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=3e37ce8e30023245b63bd144eb561bde&oe=60BA8BC9","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:28:24"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:21:14"
6,"4","2","4","7","2","5",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 10:16:57"
6,"5","1","1","7","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 10:15:25"
5,"1","3","1","6","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:14:29"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:13:16"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:13:13"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 10:04:45"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:58:44"
2,"","","","7","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:58:03"
1,"","4","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:55:22"
6,"3","2","3","2","3","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 09:48:59"
5,"5","","7","2","5","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:46:26"
0,"6","1","6","1","6","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 09:45:04"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:40:53"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:38:34"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:29:19"
3,"3","3","","3","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:26:17"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:24:56"
0,"","","","","Fuck you you are  a bunch of nutters.","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:24:43"
1,"","7","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:23:41"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:11:34"
5,"4","4","4","4","","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:10:06"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:08:59"
1,"","","","","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 09:04:22"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:56:20"
5,"1","1","","1","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:52:05"
2,"","2","4","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:41:51"
4,"6","4","3","1","7","4",1,"continuous","A","Yes","Yes","No","","6","1","","1","4","","",NA,"","","2021-05-07 08:32:37"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:29:50"
5,"3","1","1","7","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:29:25"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:27:27"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:26:41"
5,"1","","1","2","3","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:22:28"
3,"1","1","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:22:10"
2,"1","","","","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:18:27"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:17:41"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:07:24"
6,"7","1","1","7","4","7",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 08:07:08"
5,"1","1","1","5","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:06:55"
5,"2","6","2","1","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:02:36"
4,"7","7","","1","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:01:07"
3,"","","4","1","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 08:00:58"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:55:25"
5,"1","","1","1","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:46:49"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:46:36"
4,"3","1","","","3","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:39:35"
1,"","","5","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:27:16"
2,"","","6","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:19:48"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:18:45"
4,"","7","5","","4","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:18:41"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:18:07"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:14:25"
2,"4","","","","","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:13:11"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 07:08:48"
6,"1","1","1","","1","1",1,"continuous","A","Yes","Yes","I'm not afraid of being tracked btw.","1","1","1","1","1","1","Female","18-29",1,"C","A","2021-05-07 06:32:27"
6,"6","5","6","5","5","6",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-07 06:31:55"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 06:29:26"
6,"2","1","1","4","2","2",1,"continuous","B","Yes","Yes","No","1","2","2","1","3","1","Male","45-65",1,"C","B","2021-05-07 06:28:53"
6,"7","7","5","7","3","6",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 06:27:37"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 06:23:55"
5,"","1","2","1","5","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 06:21:55"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 06:14:43"
1,"","6","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 06:12:23"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 06:11:22"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 06:11:08"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 06:06:31"
2,"","1","1","","Stop","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:57:23"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:55:03"
1,"","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:54:27"
0,"7","1","5","7","6","5",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 05:53:29"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:44:21"
0,"3","1","2","1","2","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 05:43:40"
2,"","","","","7","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:39:15"
2,"4","4","5","6","6","5",0,"continuous","A","","","","1","","","","","","","",NA,"","","2021-05-07 05:38:34"
3,"","","7","","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:30:42"
1,"6","","You are losing my interest in a hurry get to the point I'll answer anything but don't mean to go sideways to do it","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:28:59"
2,"4","4","4","4","4","4",1,"continuous","A","Yes","Yes","No","","7","","7","","","","",NA,"","","2021-05-07 05:28:17"
3,"6","","6","","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:27:00"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:26:41"
0,"1","1","2","1","5","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 05:23:47"
3,"","2","1","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:14:43"
6,"1","1","1","1","1","1",1,"continuous","C","Yes","No","No","1","1","1","1","1","1","","",NA,"","","2021-05-07 05:12:22"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:09:16"
5,"6","","3","6","2","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:07:12"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:07:11"
5,"6","1","2","7","","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:03:02"
0,"4","1","2","1","3","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 05:02:05"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:01:52"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 05:00:29"
6,"4","1","","1","3","1",0,"continuous","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX9odgzL&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=a2186522bee251ff9871d08de532e7a4&oe=60BA8BC9","","","","","","","","","","","",NA,"","","2021-05-07 04:57:44"
5,"7","7","7","1","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:57:34"
6,"3","6","1","6","3","3",1,"continuous","A","Yes","Yes","Yes","1","1","1","4","1","1","Female","Over 65",1,"B","B","2021-05-07 04:53:12"
6,"6","1","6","7","3","4",1,"continuous","","Yes","","Especially from the left and CNN","","","","","","","","",NA,"","","2021-05-07 04:48:29"
4,"3","2","2","","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:47:06"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:43:56"
6,"1","4","6","5","2","3",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 04:43:13"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:41:20"
6,"1","3","1","3","1","3",1,"continuous","Pass","Yes","","No","","","","","","","","",NA,"","","2021-05-07 04:40:41"
1,"1","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:37:58"
1,"","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:34:55"
6,"5","1","3","5","3","1",1,"continuous","A","No","No","Yes","1","1","1","2","1","3","Male","Over 65",1,"D","A","2021-05-07 04:34:24"
5,"2","2","4","4","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:32:09"
2,"2","","","","2","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:29:08"
6,"1","1","1","2","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 04:28:57"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:28:11"
0,"4","4","4","1","6","4",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 04:28:07"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:27:24"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:24:48"
6,"5","6","6","6","4","6",0,"continuous","D","","","","5","4","6","6","5","5","Male","Over 65",1,"C","B","2021-05-07 04:22:46"
5,"1","1","1","1","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:21:41"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:21:34"
6,"6","6","6","7","3","7",1,"continuous","","Yes","","No","","","","","","","","",NA,"","","2021-05-07 04:21:11"
4,"5","7","5","1","5","1",0,"continuous","A","","","","","5","1","5","1","","","",NA,"","","2021-05-07 04:20:26"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:20:13"
2,"3","","","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:15:41"
3,"3","1","","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:15:14"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:15:05"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:14:15"
6,"5","7","1","1","7","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 04:14:08"
5,"","6","2","7","1","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:13:09"
0,"1","1","1","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 04:10:48"
6,"4","1","1","4","4","4",1,"continuous","STOP","Yes","","Yes","","","","","","","","",NA,"","","2021-05-07 04:01:36"
2,"","1","","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:00:14"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 04:00:06"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:58:39"
6,"4","7","6","7","7","7",1,"continuous","B","Yes","Yes","Yes","1","1","7","3","1","1","Female","45-65",1,"D","B","2021-05-07 03:58:31"
5,"3","2","4","5","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:57:37"
2,"7","7","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:57:11"
5,"5","7","5","","7","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:56:36"
1,"","2","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:56:25"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:54:46"
6,"1","1","4","3","7","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 03:54:34"
6,"7","7","7","7","1","7",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 03:52:16"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:51:24"
6,"1","2","1","1","1","1",1,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 03:48:16"
3,"6","6","","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:47:24"
6,"4","2","3","1","6","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:46:50"
0,"7","4","7","7","1","4",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:46:39"
2,"","5","","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:44:56"
6,"6","1","3","1","7","4",1,"continuous","","Yes","","No","","","","","","","","",NA,"","","2021-05-07 03:44:22"
6,"4","3","3","1","5","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-07 03:44:20"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:41:53"
5,"5","","1","1","6","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:40:45"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:40:18"
6,"5","5","4","1","3","5",1,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:39:11"
0,"1","1","1","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:39:02"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:38:23"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:37:55"
1,"","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:37:40"
0,"7","1","5","2","1","3",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:37:05"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:35:35"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:34:01"
2,"","1","","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:33:08"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:32:23"
0,"1","1","1","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-07 03:32:13"
1,"","5","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:32:10"
3,"3","","3","3","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:32:06"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-07 03:30:56"
