"seen_total","last.seen","survey_type","engagement","engagement_1","engagement_2","engagement_3","quiz_answer","demo_gender","demo_age","demo_asked","demo_school","demo_media","question_2_pre","question_6_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","question_2_post","question_3_post","question_6_post","question_5_post","question_1_post","question_4_post","finished_post"
0,"2021-05-07 21:40:01","continuous",1,"Yes","Yes","No","A","","",NA,"","","4","6","1","7","1","1","","","","","","",FALSE
4,"2021-05-07 21:39:52","",NA,"","","","","","",NA,"","","7","7","5","","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX_h0Ckm&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=407cc68d84f0f3191c6657a2a8c8b6f3&oe=60BA8BC9","4","","","","","","",FALSE
1,"2021-05-07 21:38:59","",NA,"","","","","","",NA,"","","1","5","5","1","6","3","","","","","","",FALSE
0,"2021-05-07 21:38:29","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 21:38:02","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","4","4","4","6","2","2","","","","","","",FALSE
5,"2021-05-07 21:37:16","",NA,"","","","","","",NA,"","","5","5","","5","5","5","","","","","","",FALSE
5,"2021-05-07 21:36:43","",NA,"","","","","","",NA,"","","1","1","1","1","1","","","","","","","",FALSE
NA,"2021-05-07 21:35:45","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 21:33:53","",NA,"","","","","","",NA,"","","1","1","","6","1","1","","","","","","",FALSE
1,"2021-05-07 21:33:46","",NA,"","","","","","",NA,"","","","","","","","2","","","","","","",FALSE
2,"2021-05-07 21:33:41","",NA,"","","","","","",NA,"","","5","5","","","","","","","","","","",FALSE
2,"2021-05-07 21:33:41","",NA,"","","","","","",NA,"","","1","","","","1","","","","","","","",FALSE
5,"2021-05-07 21:33:00","",NA,"","","","","","",NA,"","","1","5","2","2","","2","","","","","","",FALSE
0,"2021-05-07 21:32:58","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
7,"2021-05-07 21:32:14","continuous",0,"","","","","","",NA,"","","4","7","7","7","1","6","","","","","","",FALSE
NA,"2021-05-07 21:32:00","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 21:31:49","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-07 21:31:21","",NA,"","","","","","",NA,"","","1","","","","","","","","","","","",FALSE
3,"2021-05-07 21:28:21","",NA,"","","","","","",NA,"","","You can't read the post!!!  Not answering on something I can't read.","1","1","","","","","","","","","",FALSE
1,"2021-05-07 21:27:44","",NA,"","","","","","",NA,"","","3","","","","","","","","","","","",FALSE
5,"2021-05-07 21:27:44","",NA,"","","","","","",NA,"","","5","","1","7","1","1","","","","","","",FALSE
4,"2021-05-07 21:27:09","",NA,"","","","","","",NA,"","","","3","2","","1","3","","","","","","",FALSE
6,"2021-05-07 21:27:08","days",1,"","","","","","",NA,"","","1","4","1","1","5","3","","","","","","",FALSE
5,"2021-05-07 21:26:36","continuous",1,"Yes","No","No","B","","",NA,"","","4","4","7","1","1","1","1","1","1","","1","1",FALSE
6,"2021-05-07 21:26:33","continuous",1,"Yes","Yes","Yes","B","Male","Over 65",1,"C","B","3","5","5","4","2","5","3","1","3","4","1","3",TRUE
4,"2021-05-07 21:25:50","",NA,"","","","","","",NA,"","","1","2","2","","","1","","","","","","",FALSE
6,"2021-05-07 21:25:31","continuous",1,"Yes","Yes","Yes","C","Female","Over 65",1,"D","C","7","7","7","7","7","7","6","1","1","1","1","1",TRUE
4,"2021-05-07 21:24:27","",NA,"","","","","","",NA,"","","1","1","1","","1","","","","","","","",FALSE
NA,"2021-05-07 21:24:00","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 21:22:48","",NA,"","","","","","",NA,"","","2","","1","7","1","2","","","","","","",FALSE
5,"2021-05-07 21:22:35","",NA,"","","","","","",NA,"","","1","","5","5","4","4","","","","","","",FALSE
2,"2021-05-07 21:22:23","",NA,"","","","","","",NA,"","","","1","4","","","","","","","","","",FALSE
5,"2021-05-07 21:22:19","",NA,"","","","","","",NA,"","","4","","5","5","2","2","","","","","","",FALSE
6,"2021-05-07 21:21:42","days",1,"","","","","","",NA,"","","1","2","4","2","5","6","","","","","","",FALSE
6,"2021-05-07 21:21:40","days",1,"","","","","","",NA,"","","2","2","2","4","2","2","","","","","","",FALSE
2,"2021-05-07 21:20:07","",NA,"","","","","","",NA,"","","","","","5","1","","","","","","","",FALSE
4,"2021-05-07 21:18:54","continuous",1,"Yes","No","Yes","B","","",NA,"","","1","5","7","1","7","4","","7","","1","1","7",FALSE
0,"2021-05-07 21:17:57","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-07 21:17:52","",NA,"","","","","","",NA,"","","","","","","3","","","","","","","",FALSE
5,"2021-05-07 21:15:49","",NA,"","","","","","",NA,"","","2","6","2","2","5","","","","","","","",FALSE
NA,"2021-05-07 21:15:08","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 21:14:47","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
3,"2021-05-07 21:14:09","",NA,"","","","","","",NA,"","","","3","","","1","","","","","","","",FALSE
6,"2021-05-07 21:13:44","days",1,"","","","","","",NA,"","","3","1","3","3","3","1","","","","","","",FALSE
5,"2021-05-07 21:13:26","continuous",1,"Yes","No","Yes","A","","",NA,"","","1","4","1","","4","1","","1","1","1","1","1",FALSE
NA,"2021-05-07 21:13:00","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 21:12:05","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 21:12:03","days",1,"","","","","","",NA,"","","4","1","6","7","7","4","","","","","","",FALSE
6,"2021-05-07 21:11:07","continuous",1,"Yes","","","","","",NA,"","","7","7","3","7","1","7","","","","","","",FALSE
4,"2021-05-07 21:11:02","",NA,"","","","","","",NA,"","","6","","","5","5","5","","","","","","",FALSE
5,"2021-05-07 21:10:26","",NA,"","","","","","",NA,"","","1","3","1","1","","1","","","","","","",FALSE
6,"2021-05-07 21:09:58","continuous",1,"Yes","Yes","","","","",NA,"","","1","5","6","2","5","3","","","","","","",FALSE
6,"2021-05-07 21:09:48","continuous",1,"Yes","No","No","A","Male","18-29",1,"C","B","1","7","1","1","1","7","1","1","1","7","1","1",TRUE
2,"2021-05-07 21:09:42","",NA,"","","","","","",NA,"","","6","","","6","","","","","","","","",FALSE
NA,"2021-05-07 21:09:11","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 21:09:10","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 21:09:09","days",1,"","","","","","",NA,"","","1","5","3","4","7","5","","","","","","",FALSE
5,"2021-05-07 21:08:49","continuous",1,"Yes","Yes","Yes","C","","",NA,"","","2","5","5","6","1","6","5","1","5","5","","1",FALSE
0,"2021-05-07 21:08:47","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-07 21:08:45","",NA,"","","","","","",NA,"","","","7","","7","3","6","","","","","","",FALSE
2,"2021-05-07 21:08:44","",NA,"","","","","","",NA,"","","3","2","","","","","","","","","","",FALSE
6,"2021-05-07 21:08:20","continuous",1,"No","No","","This research is propaganda","","",NA,"","","1","1","1","4","1","1","","","","","","",FALSE
NA,"2021-05-07 21:08:15","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 21:08:15","",NA,"","","","","","",NA,"","","","5","4","7","4","5","","","","","","",FALSE
5,"2021-05-07 21:08:11","",NA,"","","","","","",NA,"","","1","1","1","7","1","","","","","","","",FALSE
6,"2021-05-07 21:08:04","days",1,"","","","","","",NA,"","","5","3","5","2","3","2","","","","","","",FALSE
6,"2021-05-07 21:07:43","continuous",1,"Yes","Yes","No","B","Male","Over 65",1,"D","C","1","1","1","1","1","1","1","1","1","1","1","1",TRUE
0,"2021-05-07 21:07:32","days",0,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
6,"2021-05-07 21:05:31","continuous",1,"Yes","Yes","Yes","B","Male","Over 65",1,"B","B","1","1","1","1","1","1","1","1","1","1","6","1",TRUE
1,"2021-05-07 21:04:28","",NA,"","","","","","",NA,"","","","7","","","","","","","","","","",FALSE
3,"2021-05-07 21:03:39","",NA,"","","","","","",NA,"","","","","2","1","1","","","","","","","",FALSE
6,"2021-05-07 21:03:12","continuous",1,"Yes","Yes","No","C","Female","Over 65",1,"D","D","1","1","2","1","1","1","1","1","1","1","1","1",TRUE
0,"2021-05-07 21:02:46","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-07 21:02:33","",NA,"","","","","","",NA,"","","3","4","4","4","","4","","","","","","",FALSE
6,"2021-05-07 21:02:17","days",1,"","","","","","",NA,"","","1","5","5","5","5","5","","","","","","",FALSE
4,"2021-05-07 21:01:02","",NA,"","","","","","",NA,"","","7","5","2","7","","","","","","","","",FALSE
5,"2021-05-07 21:00:33","",NA,"","","","","","",NA,"","","7","","4","4","7","7","","","","","","",FALSE
6,"2021-05-07 20:58:00","days",1,"","","","","","",NA,"","","4","4","4","1","4","4","","","","","","",FALSE
NA,"2021-05-07 20:57:27","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 20:57:20","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 20:56:41","continuous",1,"Yes","Yes","Yes","D","","",NA,"","","6","6","4","3","3","6","","","","","","",FALSE
1,"2021-05-07 20:55:30","days",1,"","","","","","",NA,"","","1","7","1","7","3","1","","","","","","",FALSE
1,"2021-05-07 20:55:04","",NA,"","","","","","",NA,"","","4","","","","","","","","","","","",FALSE
5,"2021-05-07 20:54:28","",NA,"","","","","","",NA,"","","1","4","6","1","6","","","","","","","",FALSE
5,"2021-05-07 20:54:05","",NA,"","","","","","",NA,"","","","4","2","7","1","3","","","","","","",FALSE
6,"2021-05-07 20:53:48","continuous",1,"No","Yes","","People need to do their own research before believing anything online.","","",NA,"","","3","3","3","7","1","2","","","","","","",FALSE
6,"2021-05-07 20:53:29","continuous",0,"","","","","","",NA,"","","4","1","1","4","1","1","","","","","","",FALSE
6,"2021-05-07 20:52:42","days",1,"","","","","","",NA,"","","1","1","3","1","5","1","","","","","","",FALSE
NA,"2021-05-07 20:52:30","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 20:52:06","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 20:51:28","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","4","7","7","4","7","7","","","","","","",FALSE
0,"2021-05-07 20:50:56","continuous",1,"Yes","Yes","Yes","C","","",NA,"","","1","7","1","7","1","7","","","","","","",FALSE
0,"2021-05-07 20:50:32","days",0,"","","","","","",NA,"","","1","4","5","1","7","3","","","","","","",FALSE
NA,"2021-05-07 20:50:32","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 20:50:28","continuous",0,"","","","A","","",NA,"","","2","1","1","1","1","1","","","","misinformation spreads because of our news broadcasters spreading it","","",FALSE
0,"2021-05-07 20:49:53","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 20:48:26","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 20:48:22","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 20:47:58","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 20:47:57","continuous",0,"","","","D","","",NA,"","","1","5","4","1","4","3","Sorry this is not something where I would be helpful for your research.","1","1","1","1","1",TRUE
0,"2021-05-07 20:47:32","days",0,"","","","","","",NA,"","","1","7","1","7","1","3","","","","","","",FALSE
6,"2021-05-07 20:46:22","days",1,"","","","","","",NA,"","","6","6","7","7","6","6","","","","","","",FALSE
0,"2021-05-07 20:46:01","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 20:45:44","continuous",0,"","","","C","Male","45-65",1,"D","A","1","2","1","2","1","1","1","1","1","1","1","1",TRUE
2,"2021-05-07 20:45:21","",NA,"","","","","","",NA,"","","1","","1","","","","","","","","","",FALSE
2,"2021-05-07 20:45:10","",NA,"","","","","","",NA,"","","3","","","","4","","","","","","","",FALSE
NA,"2021-05-07 20:45:01","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-07 20:44:16","",NA,"","","","","","",NA,"","","","6","","1","6","5","","","","","","",FALSE
6,"2021-05-07 20:43:39","days",1,"","","","","","",NA,"","","1","5","6","3","6","4","","","","","","",FALSE
4,"2021-05-07 20:43:23","",NA,"","","","","","",NA,"","","1","7","1","","7","","","","","","","",FALSE
3,"2021-05-07 20:41:45","",NA,"","","","","","",NA,"","","","","5","1","","3","","","","","","",FALSE
0,"2021-05-07 20:41:36","days",0,"","","","","","",NA,"","","4","4","4","4","1","4","","","","","","",FALSE
0,"2021-05-07 20:41:29","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 20:41:05","continuous",0,"","","","","","",NA,"","","4","6","5","6","4","6","","","","","","",FALSE
6,"2021-05-07 20:40:39","continuous",1,"Yes","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
0,"2021-05-07 20:39:54","",NA,"","","","","","",NA,"","","7","","7","","7","","","","","","","",FALSE
2,"2021-05-07 20:38:40","",NA,"","","","","","",NA,"","","","5","","","1","","","","","","","",FALSE
6,"2021-05-07 20:38:30","continuous",0,"","","","","","",NA,"","","4","3","2","4","3","4","","","","","","",FALSE
NA,"2021-05-07 20:38:26","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 20:38:14","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-07 20:37:38","continuous",0,"","","","A","Male","45-65",1,"D","A","1","2","2","1","1","3","1","1","2","2","1","1",TRUE
2,"2021-05-07 20:37:32","",NA,"","","","","","",NA,"","","","","","1","5","","","","","","","",FALSE
0,"2021-05-07 20:37:22","",NA,"","","","","","",NA,"","","1","6","","1","1","1","","","","","","",FALSE
2,"2021-05-07 20:37:14","",NA,"","","","","","",NA,"","","","","1","","1","","","","","","","",FALSE
1,"2021-05-07 20:37:10","",NA,"","","","","","",NA,"","","","2","","","","","","","","","","",FALSE
4,"2021-05-07 20:36:03","",NA,"","","","","","",NA,"","","","","1","6","1","4","","","","","","",FALSE
6,"2021-05-07 20:35:54","days",1,"","","","","","",NA,"","","2","4","5","7","1","1","","","","","","",FALSE
2,"2021-05-07 20:35:18","",NA,"","","","","","",NA,"","","","","4","","","","","","","","","",FALSE
1,"2021-05-07 20:34:48","",NA,"","","","","","",NA,"","","","","1","","","","","","","","","",FALSE
6,"2021-05-07 20:34:25","continuous",0,"","","","","","",NA,"","","1","3","1","1","5","4","","","","","","",FALSE
6,"2021-05-07 20:33:25","continuous",1,"Yes","Yes all with democrats and media alike they lie like dogs!!!!","","","","",NA,"","","3","5","1","6","1","4","","","","","","",FALSE
5,"2021-05-07 20:33:11","",NA,"","","","","","",NA,"","","1","1","1","2","1","","","","","","","",FALSE
1,"2021-05-07 20:32:51","",NA,"","","","","","",NA,"","","3","","","","","","","","","","","",FALSE
5,"2021-05-07 20:31:25","",NA,"","","","","","",NA,"","","3","4","3","4","","3","","","","","","",FALSE
5,"2021-05-07 20:30:04","",NA,"","","","","","",NA,"","","1","1","2","","3","1","","","","","","",FALSE
2,"2021-05-07 20:29:39","",NA,"","","","","","",NA,"","","4","","4","","","","","","","","","",FALSE
5,"2021-05-07 20:29:05","",NA,"","","","","","",NA,"","","3","3","1","3","","1","","","","","","",FALSE
6,"2021-05-07 20:28:58","continuous",0,"","","","","","",NA,"","","7","6","1","7","4","1","","","","","","",FALSE
3,"2021-05-07 20:28:52","",NA,"","","","","","",NA,"","","","7","1","1","","","","","","","","",FALSE
6,"2021-05-07 20:28:40","continuous",1,"No","No","","","","",NA,"","","3","2","3","7","1","4","","","","","","",FALSE
1,"2021-05-07 20:28:13","",NA,"","","","","","",NA,"","","","","","","3","","","","","","","",FALSE
6,"2021-05-07 20:28:10","continuous",0,"","","","","","",NA,"","","1","1","1","1","1","7","","","","","","",FALSE
6,"2021-05-07 20:27:49","continuous",0,"","","","","","",NA,"","","1","1","5","1","6","5","","","","","","",FALSE
3,"2021-05-07 20:27:40","",NA,"","","","","","",NA,"","","5","","5","","5","","","","","","","",FALSE
NA,"2021-05-07 20:27:37","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-07 20:27:36","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-07 20:27:15","",NA,"","","","","","",NA,"","","3","3","4","","3","","","","","","","",FALSE
1,"2021-05-07 20:27:15","",NA,"","","","","","",NA,"","","","","","","1","","","","","","","",FALSE
2,"2021-05-07 20:27:12","",NA,"","","","","","",NA,"","","","1","","","1","","","","","","","",FALSE
5,"2021-05-07 20:27:09","",NA,"","","","","","",NA,"","","6","7","7","6","6","","","","","","","",FALSE
6,"2021-05-07 20:26:46","days",1,"","","","","","",NA,"","","6","1","1","7","1","1","","","","","","",FALSE
5,"2021-05-07 20:26:34","",NA,"","","","","","",NA,"","","1","4","","4","6","1","","","","","","",FALSE
6,"2021-05-07 20:26:32","continuous",0,"","","","","","",NA,"","","1","1","1","7","1","1","","","","","","",FALSE
0,"2021-05-07 20:26:13","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 20:26:12","days",0,"","","","","","",NA,"","","4","5","5","6","3","2","","","","","","",FALSE
3,"2021-05-07 20:26:01","",NA,"","","","","","",NA,"","","4","4","4","","","","","","","","","",FALSE
0,"2021-05-07 20:26:01","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-07 20:25:53","",NA,"","","","","","",NA,"","","","","1","","","3","","","","","","",FALSE
2,"2021-05-07 20:25:34","",NA,"","","","","","",NA,"","","4","","4","","","","","","","","","",FALSE
5,"2021-05-07 20:25:20","",NA,"","","","","","",NA,"","","2","3","2","3","2","","","","","","","",FALSE
6,"2021-05-07 20:24:48","continuous",0,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
NA,"2021-05-07 20:24:18","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-07 20:24:06","continuous",0,"","","","A","","",NA,"","","4","5","6","6","5","3","","","","","","",FALSE
5,"2021-05-07 20:24:03","",NA,"","","","","","",NA,"","","7","","2","7","1","4","","","","","","",FALSE
6,"2021-05-07 20:23:53","continuous",1,"Yes","Yes","Yes","A","Female","30-44",1,"D","A","1","2","3","1","7","2","1","4","1","1","1","4",TRUE
5,"2021-05-07 20:23:29","",NA,"","","","","","",NA,"","","1","","4","1","1","5","","","","","","",FALSE
4,"2021-05-07 20:23:11","",NA,"","","","","","",NA,"","","","1","1","5","1","","","","","","","",FALSE
5,"2021-05-07 20:23:05","",NA,"","","","","","",NA,"","","If I could read it, would give my opinion","7","7","","1","4","","","","","","",FALSE
