"seen_total","last.seen","survey_type","engagement","engagement_1","engagement_2","engagement_3","quiz_answer","demo_gender","demo_age","demo_asked","demo_school","demo_media","question_2_pre","question_6_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","question_2_post","question_3_post","question_6_post","question_5_post","question_1_post","question_4_post","finished_post"
NA,"2021-05-06 23:06:41","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-06 23:05:33","",NA,"","","","","","",NA,"","","3","","","5","4","3","","","","","","",FALSE
6,"2021-05-06 23:05:16","days",1,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
5,"2021-05-06 23:05:04","continuous",1,"Yes","No","Yes","D","","",NA,"","","3","5","5","5","3","3","3","3","3","","3","5",FALSE
NA,"2021-05-06 23:03:44","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 23:03:16","",NA,"","","","","","",NA,"","","","1","5","4","4","4","","","","","","",FALSE
4,"2021-05-06 23:02:40","continuous",0,"","","","B","","",NA,"","","1","1","1","1","7","1","1","","","1","1","1",FALSE
0,"2021-05-06 23:02:13","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 23:01:54","days",0,"","","","","","",NA,"","","1","5","6","1","5","2","","","","","","",FALSE
6,"2021-05-06 23:00:28","days",1,"","","","","","",NA,"","","1","3","4","1","5","5","","","","","","",FALSE
3,"2021-05-06 23:00:24","",NA,"","","","","","",NA,"","","","4","","","6","1","","","","","","",FALSE
6,"2021-05-06 22:59:46","continuous",0,"","","","","","",NA,"","","1","4","6","6","3","","","","","","","",FALSE
0,"2021-05-06 22:59:32","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-06 22:55:41","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 22:54:30","",NA,"","","","","","",NA,"","","2","4","1","","1","3","","","","","","",FALSE
NA,"2021-05-06 22:52:35","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-06 22:51:23","",NA,"","","","","","",NA,"","","","4","","","","","","","","","","",FALSE
6,"2021-05-06 22:51:22","days",1,"","","","","","",NA,"","","1","2","2","1","7","6","","","","","","",FALSE
6,"2021-05-06 22:50:43","continuous",0,"","","","","","",NA,"","","7","7","4","7","1","5","","","","","","",FALSE
6,"2021-05-06 22:49:22","continuous",1,"Yes","Yes","","Q","","",NA,"","","2","6","1","6","1","1","","","","","","",FALSE
0,"2021-05-06 22:49:02","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 22:48:53","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","1","3","2","1","6","2","","","","","","",FALSE
6,"2021-05-06 22:48:43","continuous",0,"","","","","","",NA,"","","1","3","1","1","1","4","","","","","","",FALSE
0,"2021-05-06 22:48:06","days",0,"","","","","","",NA,"","","1","4","1","5","2","4","","","","","","",FALSE
0,"2021-05-06 22:48:02","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 22:47:13","days",1,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
0,"2021-05-06 22:47:03","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 22:44:52","days",1,"","","","","","",NA,"","","1","1","1","1","7","1","","","","","","",FALSE
NA,"2021-05-06 22:43:55","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 22:43:22","days",0,"","","","","","",NA,"","","6","7","6","6","6","6","","","","","","",FALSE
6,"2021-05-06 22:42:04","days",1,"","","","","","",NA,"","","1","2","2","2","2","2","","","","","","",FALSE
3,"2021-05-06 22:42:02","",NA,"","","","","","",NA,"","","4","","","5","1","","","","","","","",FALSE
0,"2021-05-06 22:40:01","continuous",1,"Yes","No","I'm done. Bye.","A","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
3,"2021-05-06 22:39:19","",NA,"","","","","","",NA,"","","3","","","3","","1","","","","","","",FALSE
6,"2021-05-06 22:38:15","continuous",0,"","","","","","",NA,"","","7","7","7","7","","7","","","","","","",FALSE
NA,"2021-05-06 22:37:57","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 22:37:52","days",0,"","","","","","",NA,"","","6","6","6","6","6","6","","","","","","",FALSE
6,"2021-05-06 22:35:54","days",1,"","","","","","",NA,"","","1","4","1","4","1","3","","","","","","",FALSE
NA,"2021-05-06 22:35:41","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-06 22:35:16","",NA,"","","","","","",NA,"","","","","4","","","","","","","","","",FALSE
6,"2021-05-06 22:34:23","continuous",0,"","","","The four answers you give me or b******* you want the truth or you want BS","","",NA,"","","6","6","7","7","5","6","","","","","","",FALSE
6,"2021-05-06 22:34:16","continuous",1,"Yes","","","","","",NA,"","","1","1","1","2","1","1","","","","","","",FALSE
NA,"2021-05-06 22:34:12","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 22:33:28","continuous",1,"Yes","No","No","A","Male","Over 65",1,"D","C","1","1","2","1","5","1","1","5","1","1","1","2",TRUE
0,"2021-05-06 22:32:38","continuous",1,"Yes","Yes","Yes","B","","",NA,"","","1","7","7","7","1","7","","","","","","",FALSE
4,"2021-05-06 22:32:18","",NA,"","","","","","",NA,"","","","6","6","6","6","","","","","","","",FALSE
NA,"2021-05-06 22:30:06","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 22:29:14","",NA,"","","","","","",NA,"","","1","1","1","1","1","","","","","","","",FALSE
6,"2021-05-06 22:29:07","continuous",0,"","","","","","",NA,"","","3","3","1","5","3","3","","","","","","",FALSE
0,"2021-05-06 22:27:41","days",0,"","","","","","",NA,"","","3","5","5","4","4","4","","","","","","",FALSE
2,"2021-05-06 22:26:15","",NA,"","","","","","",NA,"","","","7","","7","","","","","","","","",FALSE
NA,"2021-05-06 22:25:43","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-06 22:24:57","",NA,"","","","","","",NA,"","","6","","","","","","","","","","","",FALSE
NA,"2021-05-06 22:24:45","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-06 22:23:16","",NA,"","","","","","",NA,"","","","","","","1","","","","","","","",FALSE
6,"2021-05-06 22:22:04","days",1,"","","","","","",NA,"","","1","1","1","1","7","6","","","","","","",FALSE
6,"2021-05-06 22:20:34","continuous",0,"","","","A","Female","45-65",1,"C","A","1","2","2","1","2","1","1","1","1","1","1","1",TRUE
5,"2021-05-06 22:20:26","",NA,"","","","","","",NA,"","","7","7","7","7","1","","","","","","","",FALSE
NA,"2021-05-06 22:20:16","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 22:18:18","",NA,"","","","","","",NA,"","","1","","2","7","1","2","","","","","","",FALSE
0,"2021-05-06 22:15:12","days",0,"","","","","","",NA,"","","1","5","1","1","4","1","","","","","","",FALSE
6,"2021-05-06 22:14:35","continuous",0,"","","","A","Female","45-65",1,"C","D","4","4","4","7","4","3","3","3","3","3","3","3",TRUE
6,"2021-05-06 22:13:50","continuous",0,"","","","","","",NA,"","","1","1","1","4","1","3","","","","","","",FALSE
0,"2021-05-06 22:13:33","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 22:13:23","",NA,"","","","","","",NA,"","","7","7","7","7","7","","","","","","","",FALSE
0,"2021-05-06 22:12:41","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-06 22:12:18","",NA,"","","","","","",NA,"","","","4","4","4","1","","","","","","","",FALSE
4,"2021-05-06 22:10:43","",NA,"","","","","","",NA,"","","6","2","5","","1","","","","","","","",FALSE
0,"2021-05-06 22:10:24","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 22:10:22","days",1,"","","","","","",NA,"","","2","4","5","4","2","2","","","","","","",FALSE
0,"2021-05-06 22:10:14","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 22:08:27","continuous",0,"","","","B","","",NA,"","","1","1","1","1","7","1","1","1","1","7","1","7",TRUE
4,"2021-05-06 22:08:26","continuous",0,"","","","D","","",NA,"","","2","1","7","7","1","5","1","","1","7","","",FALSE
0,"2021-05-06 22:08:25","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 22:08:12","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 22:08:06","continuous",0,"","","","","","",NA,"","","1","3","1","4","4","1","","","","","","",FALSE
1,"2021-05-06 22:07:39","",NA,"","","","","","",NA,"","","6","","","","","","","","","","","",FALSE
2,"2021-05-06 22:07:25","",NA,"","","","","","",NA,"","","1","","","1","","","","","","","","",FALSE
0,"2021-05-06 22:05:20","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 22:04:12","",NA,"","","","","","",NA,"","","","6","2","2","6","2","","","","","","",FALSE
0,"2021-05-06 22:03:56","days",0,"","","","","","",NA,"","","4","4","4","7","1","4","","","","","","",FALSE
0,"2021-05-06 22:03:36","days",0,"","","","","","",NA,"","","2","7","2","7","3","5","","","","","","",FALSE
6,"2021-05-06 22:02:17","continuous",0,"","","","","","",NA,"","","7","7","7","7","7","7","","","","","","",FALSE
0,"2021-05-06 22:02:15","days",0,"","","","","","",NA,"","","1","3","6","3","7","1","","","","","","",FALSE
NA,"2021-05-06 22:01:50","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 22:01:40","continuous",1,"Yes","Yes","Yes","C","","",NA,"","","7","7","3","7","3","3","","","","","","",FALSE
4,"2021-05-06 21:59:46","",NA,"","","","","","",NA,"","","7","7","7","7","","","","","","","","",FALSE
NA,"2021-05-06 21:57:40","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-06 21:54:43","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","1","3","7","2","6","2","7","","","","","",FALSE
NA,"2021-05-06 21:54:17","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 21:50:54","days",0,"","","","","","",NA,"","","1","2","4","1","4","1","","","","","","",FALSE
5,"2021-05-06 21:50:41","continuous",0,"","","","A","","",NA,"","","4","1","1","4","4","1","1","1","1","1","1","",FALSE
0,"2021-05-06 21:49:32","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-06 21:49:29","",NA,"","","","","","",NA,"","","2","","1","2","1","","","","","","","",FALSE
1,"2021-05-06 21:49:01","",NA,"","","","","","",NA,"","","","3","","","","","","","","","","",FALSE
6,"2021-05-06 21:48:11","days",1,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
5,"2021-05-06 21:47:51","continuous",1,"Yes","Yes","Yes","C","","",NA,"","","5","5","7","7","7","5","7","5","7","","5","7",FALSE
0,"2021-05-06 21:46:05","continuous",1,"No","No","No","A","","",NA,"","","2","6","2","6","1","5","","","","","","",FALSE
6,"2021-05-06 21:45:50","continuous",0,"","","","","","",NA,"","","1","6","3","6","1","6","","","","","","",FALSE
0,"2021-05-06 21:45:07","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-06 21:44:59","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 21:44:46","days",0,"","","","","","",NA,"","","1","1","3","1","1","3","","","","","","",FALSE
6,"2021-05-06 21:44:10","continuous",1,"Yes","Yes","Yes","A","Male","30-44",1,"B","D","1","5","5","1","7","3","1","7","5","1","1","6",TRUE
0,"2021-05-06 21:43:55","continuous",1,"Yes","No","No","d","","",NA,"","","1","1","1","1","1","1","","You're all a bunch of slaves.","","","","",FALSE
NA,"2021-05-06 21:43:33","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 21:42:59","continuous",0,"","","","","","",NA,"","","4","5","5","5","2","2","","","","","","",FALSE
1,"2021-05-06 21:42:27","",NA,"","","","","","",NA,"","","","","I don't like to SHARE posts, I like creating my own!","","1","","","","","","","",FALSE
NA,"2021-05-06 21:42:10","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-06 21:40:43","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 21:40:00","days",0,"","","","","","",NA,"","","1","2","1","5","1","4","","","","","","",FALSE
NA,"2021-05-06 21:39:23","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-06 21:38:59","",NA,"","","","","","",NA,"","","","1","","7","2","3","","","","","","",FALSE
5,"2021-05-06 21:38:23","",NA,"","","","","","",NA,"","","","","4","4","3","5","","","","","","",FALSE
NA,"2021-05-06 21:37:47","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 21:37:28","days",1,"","","","","","",NA,"","","1","7","1","4","1","2","","","","","","",FALSE
6,"2021-05-06 21:37:22","continuous",0,"","","","","","",NA,"","","6","5","3","6","3","1","","","","","","",FALSE
6,"2021-05-06 21:36:11","continuous",0,"","","","What a Biased waste of my time.","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
6,"2021-05-06 21:35:57","continuous",1,"Yes","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
0,"2021-05-06 21:35:04","",NA,"","","","","","",NA,"","","1","1","1","7","1","1","","","","","","",FALSE
6,"2021-05-06 21:33:31","continuous",1,"Yes","Yes","No","A","Female","18-29",1,"C","C","1","2","1","1","1","1","1","1","2","1","1","1",TRUE
1,"2021-05-06 21:32:49","",NA,"","","","","","",NA,"","","","","","","","4","","","","","","",FALSE
6,"2021-05-06 21:32:38","continuous",1,"","","","","","",NA,"","","6","6","6","6","6","6","","","","","","",FALSE
NA,"2021-05-06 21:31:49","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 21:30:02","",NA,"","","","","","",NA,"","","","","","","No","","","","","","","",FALSE
6,"2021-05-06 21:27:38","days",1,"","","","","","",NA,"","","7","7","1","7","1","1","","","","","","",FALSE
5,"2021-05-06 21:26:35","",NA,"","","","","","",NA,"","","1","1","1","1","1","","","","","","","",FALSE
0,"2021-05-06 21:24:23","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-06 21:22:05","",NA,"","","","","","",NA,"","","","4","","","","4","","","","","","",FALSE
NA,"2021-05-06 21:21:54","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 21:21:35","continuous",1,"Yes","","","","","",NA,"","","6","4","2","1","6","3","","","","","","",FALSE
0,"2021-05-06 21:20:46","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-06 21:20:24","",NA,"","","","","","",NA,"","","","","1","","","1","","","","","","",FALSE
6,"2021-05-06 21:19:13","continuous",0,"","","","","","",NA,"","","1","1","1","1","5","5","","","","","","",FALSE
6,"2021-05-06 21:19:06","continuous",0,"","","","","","",NA,"","","4","4","4","1","4","1","","","","","","",FALSE
6,"2021-05-06 21:18:52","days",1,"","","","","","",NA,"","","4","4","3","2","3","1","","","","","","",FALSE
NA,"2021-05-06 21:18:35","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 21:17:22","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 21:17:20","",NA,"","","","","","",NA,"","","1","1","1","1","1","","","","","","","",FALSE
1,"2021-05-06 21:17:16","",NA,"","","","","","",NA,"","","","","","7","","","","","","","","",FALSE
5,"2021-05-06 21:17:14","",NA,"","","","","","",NA,"","","5","","7","1","7","5","","","","","","",FALSE
NA,"2021-05-06 21:16:37","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 21:15:03","days",1,"","","","","","",NA,"","","1","5","1","1","4","2","","","","","","",FALSE
0,"2021-05-06 21:14:53","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-06 21:14:17","",NA,"","","","","","",NA,"","","","","","4","","","","","","","","",FALSE
5,"2021-05-06 21:12:16","",NA,"","","","","","",NA,"","","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX_LnAsa&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=d73a9c721442d5cc784441c21da82632&oe=60BA8BC9","1","7","1","7","","","","","","","",FALSE
NA,"2021-05-06 21:11:46","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 21:10:18","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-06 21:09:51","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-06 21:09:44","",NA,"","","","","","",NA,"","","","6","","","","","","","","","","",FALSE
0,"2021-05-06 21:09:34","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 21:07:57","days",1,"","","","","","",NA,"","","1","6","6","1","6","3","","","","","","",FALSE
6,"2021-05-06 21:07:07","continuous",0,"","","","","","",NA,"","","2","3","3","1","3","1","","","","","","",FALSE
5,"2021-05-06 21:06:27","",NA,"","","","","","",NA,"","","3","5","5","6","6","","","","","","","",FALSE
NA,"2021-05-06 21:05:36","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 21:02:19","days",0,"","","","","","",NA,"","","2","5","4","4","2","4","","","","","","",FALSE
2,"2021-05-06 21:01:46","",NA,"","","","","","",NA,"","","","","1","","","1","","","","","","",FALSE
6,"2021-05-06 21:01:36","continuous",0,"","","","","","",NA,"","","4","4","4","7","3","4","","","","","","",FALSE
0,"2021-05-06 20:59:13","days",0,"","","","","","",NA,"","","3","3","2","1","4","1","","","","","","",FALSE
0,"2021-05-06 20:58:43","days",0,"","","","","","",NA,"","","2","2","3","4","2","1","","","","","","",FALSE
5,"2021-05-06 20:54:51","continuous",1,"Yes","Yes","Yes","B","","",NA,"","","1","4","5","1","4","3","1","2","2","","1","1",FALSE
5,"2021-05-06 20:53:06","",NA,"","","","","","",NA,"","","1","4","1","1","","4","","","","","","",FALSE
0,"2021-05-06 20:52:58","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 20:46:55","",NA,"","","","","","",NA,"","","","3","2","1","6","1","","","","","","",FALSE
NA,"2021-05-06 20:33:58","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 20:28:36","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 20:17:36","days",1,"","","","","","",NA,"","","4","5","4","4","1","4","","","","","","",FALSE
NA,"2021-05-06 20:13:51","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-06 20:12:32","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 20:10:50","",NA,"","","","","","",NA,"","","1","1","3","4","4","","","","","","","",FALSE
0,"2021-05-06 20:07:43","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-06 20:05:32","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 20:04:49","continuous",0,"","","","lol","","",NA,"","","1","1","1","3","1","2","","","","","","",FALSE
6,"2021-05-06 20:04:48","days",1,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
5,"2021-05-06 20:03:37","",NA,"","","","","","",NA,"","","1","2","","1","2","1","","","","","","",FALSE
3,"2021-05-06 20:02:30","",NA,"","","","","","",NA,"","","","7","","4","1","","","","","","","",FALSE
5,"2021-05-06 20:01:57","",NA,"","","","","","",NA,"","","1","1","1","6","","1","","","","","","",FALSE
6,"2021-05-06 20:01:30","continuous",0,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
6,"2021-05-06 19:59:43","continuous",0,"","","","","","",NA,"","","4","5","4","7","4","5","","","","","","",FALSE
1,"2021-05-06 19:57:11","",NA,"","","","","","",NA,"","","","","3","","","","","","","","","",FALSE
4,"2021-05-06 19:55:34","",NA,"","","","","","",NA,"","","","4","5","4","5","","","","","","","",FALSE
5,"2021-05-06 19:55:30","",NA,"","","","","","",NA,"","","4","6","3","6","","4","","","","","","",FALSE
3,"2021-05-06 19:53:40","",NA,"","","","","","",NA,"","","","3","","3","","3","","","","","","",FALSE
0,"2021-05-06 19:52:43","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-06 19:49:20","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-06 19:48:30","",NA,"","","","","","",NA,"","","6","","","","","","","","","","","",FALSE
0,"2021-05-06 19:48:07","days",0,"","","","","","",NA,"","","7","7","7","7","7","7","","","","","","",FALSE
6,"2021-05-06 19:47:53","continuous",1,"No","","","","","",NA,"","","1","3","2","3","1","2","","","","","","",FALSE
6,"2021-05-06 19:43:33","days",1,"","","","","","",NA,"","","2","2","6","6","7","3","","","","","","",FALSE
2,"2021-05-06 19:42:11","",NA,"","","","","","",NA,"","","","","1","","1","","","","","","","",FALSE
6,"2021-05-06 19:40:02","days",1,"","","","","","",NA,"","","5","2","4","5","2","2","","","","","","",FALSE
NA,"2021-05-06 19:40:01","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
3,"2021-05-06 19:37:48","",NA,"","","","","","",NA,"","","","","7","","7","4","","","","","","",FALSE
0,"2021-05-06 19:37:39","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 19:36:45","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 19:36:16","",NA,"","","","","","",NA,"","","1","7","7","3","7","","","","","","","",FALSE
NA,"2021-05-06 19:32:57","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 19:27:59","",NA,"","","","","","",NA,"","","1","","3","3","1","3","","","","","","",FALSE
6,"2021-05-06 19:26:00","continuous",0,"","","","","","",NA,"","","3","6","5","4","1","2","","","","","","",FALSE
5,"2021-05-06 19:23:38","continuous",1,"Yes","No","Yes","B","","",NA,"","","5","4","5","4","6","5","5","6","6","4","","5",FALSE
6,"2021-05-06 19:07:21","continuous",0,"","","","","","",NA,"","","1","1","1","7","1","1","","","","","","",FALSE
4,"2021-05-06 19:04:31","",NA,"","","","","","",NA,"","","4","5","","7","1","","","","","","","",FALSE
6,"2021-05-06 19:02:04","days",1,"","","","","","",NA,"","","4","6","2","7","7","5","","","","","","",FALSE
5,"2021-05-06 18:59:23","",NA,"","","","","","",NA,"","","5","5","5","","5","5","","","","","","",FALSE
6,"2021-05-06 18:58:09","days",0,"","","","C","Male","18-29",1,"B","A","7","6","5","6","6","6","6","5","6","5","5","5",TRUE
3,"2021-05-06 18:53:35","",NA,"","","","","","",NA,"","","","6","5","","5","","","","","","","",FALSE
NA,"2021-05-06 18:52:32","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 18:51:59","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-06 18:51:11","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 18:47:17","continuous",0,"","","","","","",NA,"","","4","5","6","1","5","4","","","","","","",FALSE
6,"2021-05-06 18:43:07","days",1,"","","","","","",NA,"","","1","2","3","1","5","3","","","","","","",FALSE
4,"2021-05-06 18:40:02","",NA,"","","","","","",NA,"","","5","5","5","6","2","3","","","","","","",FALSE
0,"2021-05-06 18:39:40","days",0,"","","","","","",NA,"","","1","1","4","1","4","4","","","","","","",FALSE
NA,"2021-05-06 18:38:49","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 18:37:13","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 18:34:02","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 18:34:01","continuous",1,"Yes","Yes","","I know who are the Fakes.  And by the way, I am going to let the FRONTLINE Drs. know that you are Lible so they can sue you!","","",NA,"","","4","1","1","7","1","5","","","","","","",FALSE
NA,"2021-05-06 18:30:32","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 18:29:32","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 18:28:02","continuous",1,"","","","","","",NA,"","","1","1","1","2","1","1","","","","","","",FALSE
0,"2021-05-06 18:27:25","days",0,"","","","","","",NA,"","","1","1","1","6","1","1","","","","","","",FALSE
0,"2021-05-06 18:27:08","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 18:26:17","continuous",0,"","","","What ""creates doubt"" is that the Chicken Littles have been squawking about the end of the world for centuries and they have ALWAYS been wrong.","","",NA,"","","1","7","1","7","1","1","","","","","","",FALSE
NA,"2021-05-06 18:25:21","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 18:23:35","continuous",1,"Yes","Yes","No","A","Female","30-44",1,"C","D","2","2","1","3","1","3","1","1","2","3","1","1",TRUE
4,"2021-05-06 18:21:23","",NA,"","","","","","",NA,"","","4","5","5","","5","","","","","","","",FALSE
2,"2021-05-06 18:21:07","",NA,"","","","","","",NA,"","","","","6","","","6","","","","","","",FALSE
1,"2021-05-06 18:19:51","",NA,"","","","","","",NA,"","","","","Done","","","1","","","","","","",FALSE
6,"2021-05-06 18:19:33","continuous",1,"Yes","No","No","A","Male","45-65",1,"C","E","1","1","1","1","1","1","1","1","1","1","1","1",TRUE
2,"2021-05-06 18:18:41","",NA,"","","","","","",NA,"","","1","Will be blocking you soon. 👍👎","","","","1","","","","","","",FALSE
6,"2021-05-06 18:15:34","continuous",1,"Yes","Yes","","","","",NA,"","","1","2","2","3","2","1","","","","","","",FALSE
5,"2021-05-06 18:13:13","continuous",0,"","","","C","","",NA,"","","6","5","6","3","6","5","6","6","6","6","","6",FALSE
0,"2021-05-06 18:11:25","days",0,"","","","","","",NA,"","","1","1","1","3","1","1","","","","","","",FALSE
NA,"2021-05-06 18:11:10","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-06 18:08:07","",NA,"","","","","","",NA,"","","2","","","5","","","","","","","","",FALSE
5,"2021-05-06 18:07:51","",NA,"","","","","","",NA,"","","1","2","","2","1","3","","","","","","",FALSE
NA,"2021-05-06 18:05:58","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 18:03:44","continuous",1,"https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX_Hw98z&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=7245f2f5fe75437fd91afdac331bc160&oe=60BA8BC9","Yes","Yes","B","Female","Over 65",1,"B","B","1","1","1","3","1","1","6","1","2","1","2","1",TRUE
5,"2021-05-06 18:00:53","",NA,"","","","","","",NA,"","","1","3","1","6","","2","","","","","","",FALSE
6,"2021-05-06 17:58:41","continuous",0,"","","","","","",NA,"","","1","1","3","3","2","3","","","","","","",FALSE
