seen_total,last seen,survey_type,engagement,engagement_1,engagement_2,engagement_3,quiz_answer,demo_gender,demo_age,demo_asked,demo_school,demo_media,question_2_pre,question_6_pre,question_4_pre,question_1_pre,question_3_pre,question_5_pre,question_2_post,question_3_post,question_6_post,question_5_post,question_1_post,question_4_post
6,2021-05-07 14:29:01,days,1,,,,,,,,,,7,2,1,7,1,5,,,,,,
0,2021-05-07 14:28:51,days,0,,,,,,,,,,4,7,1,7,1,1,,,,,,
5,2021-05-07 14:27:21,,,,,,,,,,,,,2,5,5,1,3,,,,,,
6,2021-05-07 14:26:59,days,1,,,,,,,,,,1,7,1,7,1,7,,,,,,
0,2021-05-07 14:26:18,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 14:25:59,,,,,,,,,,,,,,,1,,,,,,,,
6,2021-05-07 14:25:25,continuous,1,Yes,,,,,,,,,1,2,2,1,3,2,,,,,,
6,2021-05-07 14:25:23,continuous,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
0,2021-05-07 14:25:21,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 14:24:52,days,0,,,,,,,,,,5,5,5,5,5,4,,,,,,
"",2021-05-07 14:23:14,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 14:22:56,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 14:22:51,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 14:20:57,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 14:20:35,,,,,,,,,,,,,1,3,5,2,3,,,,,,
1,2021-05-07 14:19:08,,,,,,,,,,,,,4,,,,,,,,,,
0,2021-05-07 14:17:51,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 14:17:08,,,,,,,,,,,,,6,6,,1,3,,,,,,
6,2021-05-07 14:15:39,days,1,,,,,,,,,,5,6,6,7,6,7,,,,,,
0,2021-05-07 14:14:51,days,0,,,,B,,,,,,1,1,1,1,,1,,,,,,
0,2021-05-07 14:14:00,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 14:14:00,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 14:13:43,days,1,,,,,,,,,,1,5,6,1,7,6,,,,,,
5,2021-05-07 14:10:31,,,,,,,,,,,,7,1,7,1,,7,,,,,,
6,2021-05-07 14:10:23,continuous,0,,,,A,Female,45-65,1,C,B,4,6,6,4,5,5,3,4,6,5,2,3
"",2021-05-07 14:10:14,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 14:09:59,continuous,1,Yes,,,,,,,,,1,,1,7,7,6,,,,,,
0,2021-05-07 14:09:15,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 14:06:09,,,,,,,,,,,,,,,,2,1,,,,,,
"",2021-05-07 14:05:32,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 14:04:03,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 14:03:36,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 13:59:35,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 13:59:32,,,,,,,,,,,,,1,1,,1,1,,,,,,
0,2021-05-07 13:58:42,days,0,,,,,,,,,,1,1,1,4,1,1,,,,,,
"",2021-05-07 13:58:37,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 13:57:08,continuous,0,,,,,,,,,,1,5,4,7,7,7,,,,,,
0,2021-05-07 13:56:45,days,0,,,,,,,,,,4,2,2,4,3,1,,,,,,
"",2021-05-07 13:56:05,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 13:55:54,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 13:54:43,,,,,,,,,,,,2,4,4,6,,4,,,,,,
6,2021-05-07 13:53:55,continuous,0,,,,,,,,,,5,2,2,6,4,4,,,,,,
0,2021-05-07 13:52:47,continuous,1,Yes,Yes,Yes,A,,,,,,2,4,5,1,5,4,,,,,,
4,2021-05-07 13:52:40,,,,,,,,,,,,,5,5,5,,5,,,,,,
0,2021-05-07 13:52:07,days,0,,,,,,,,,,1,6,6,5,1,5,,,,,,
2,2021-05-07 13:51:42,,,,,,,,,,,,3,,,6,,,,,,,,
2,2021-05-07 13:51:40,,,,,,,,,,,,,,,1,,2,,,,,,
0,2021-05-07 13:50:31,days,0,,,,,,,,,,4,4,4,4,4,4,,,,,,
5,2021-05-07 13:49:20,,,,,,,,,,,,,5,6,4,4,5,,,,,,
5,2021-05-07 13:48:08,,,,,,,,,,,,7,7,,7,7,7,,,,,,
6,2021-05-07 13:45:03,continuous,1,Yes,Yes,,,,,,,,7,6,7,3,5,4,,,,,,
5,2021-05-07 13:43:22,,,,,,,,,,,,1,7,7,7,1,,,,,,,
1,2021-05-07 13:41:55,,,,,,,,,,,,3,,,,,,,,,,,
1,2021-05-07 13:40:35,,,,,,,,,,,,5,,,,,,,,,,,
0,2021-05-07 13:40:04,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 13:40:01,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 13:37:39,continuous,0,,,,A,,,,,,5,5,5,1,7,4,,7,4,1,1,5
0,2021-05-07 13:37:21,days,0,,,,,,,,,,1,2,1,2,1,2,,,,,,
0,2021-05-07 13:37:01,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 13:35:23,,,,,,,,,,,,Ok I will block you goodbye,,,,,,,,,,,
"",2021-05-07 13:34:51,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 13:34:01,continuous,1,No,Yes,,I think this is propaganda to promote the fake news that the truth tellers are telling the truth --like the frontline Dr.  You guys need to get on the right side of history and not the NWO crowd.,,,,,,6,4,1,,2,4,,,,,,
1,2021-05-07 13:33:59,,,,,,,,,,,,5,,,,,,,,,,,
3,2021-05-07 13:33:33,,,,,,,,,,,,7,,7,7,7,,,,,,,
5,2021-05-07 13:33:12,,,,,,,,,,,,1,1,1,,1,3,,,,,,
0,2021-05-07 13:29:24,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 13:28:37,days,0,,,,,,,,,,4,4,4,6,4,4,,,,,,
0,2021-05-07 13:28:10,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 13:27:31,,,,,,,,,,,,,4,,7,,,,,,,,
"",2021-05-07 13:26:34,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 13:25:24,continuous,1,Yes,,,,,,,,,1,7,7,1,7,1,,,,,,
6,2021-05-07 13:25:18,continuous,0,,,,B,Male,Over 65,1,C,C,1,4,4,1,7,4,1,1,1,1,1,1
1,2021-05-07 13:24:36,,,,,,,,,,,,3,,,,,,,,,,,
0,2021-05-07 13:23:29,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 13:23:19,continuous,1,,,,,,,,,,1,1,1,4,1,5,,,,,,
5,2021-05-07 13:22:14,continuous,0,,,,A,,,,,,1,3,4,1,3,1,1,1,1,1,,1
6,2021-05-07 13:22:12,continuous,0,,,,A,Female,Over 65,1,C,D,1,2,5,3,5,4,1,6,5,2,1,4
6,2021-05-07 13:20:24,days,1,,,,,,,,,,1,1,3,1,4,1,,,,,,
0,2021-05-07 13:18:39,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 13:18:33,days,1,No,Yes,,I don't want to play your little games,,,,,,6,6,5,5,6,2,,,,,,
"",2021-05-07 13:18:32,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 13:18:25,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 13:18:17,,,,,,,,,,,,,,3,,,4,,,,,,
2,2021-05-07 13:17:32,,,,,,,,,,,,,7,,,3,,,,,,,
"",2021-05-07 13:15:44,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 13:14:58,continuous,1,Yes,Yes,Yes,D,Male,45-65,1,D,B,1,2,2,5,2,3,1,1,1,1,2,2
4,2021-05-07 13:14:26,,,,,,,,,,,,7,7,7,,7,,,,,,,
0,2021-05-07 13:14:25,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 13:11:03,,,,,,,,,,,,,,1,,,,,,,,,
0,2021-05-07 13:09:13,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 13:08:20,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 13:07:12,,,,,,,,,,,,2,6,3,1,,6,,,,,,
"",2021-05-07 13:06:13,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 13:05:39,,,,,,,,,,,,6,1,,,,,,,,,,
2,2021-05-07 13:02:59,,,,,,,,,,,,,,,7,1,,,,,,,
6,2021-05-07 13:00:46,days,1,,,,,,,,,,7,7,5,5,6,7,,,,,,
1,2021-05-07 12:56:56,,,,,,,,,,,,1,,,,,,,,,,,
5,2021-05-07 12:56:49,,,,,,,,,,,,5,2,4,7,1,,,,,,,
6,2021-05-07 12:55:54,days,1,,,,,,,,,,5,6,7,7,6,7,,,,,,
0,2021-05-07 12:54:32,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 12:52:44,days,0,,,,,,,,,,1,7,7,1,7,7,,,,,,
0,2021-05-07 12:52:26,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-07 12:47:51,,,,,,,,,,,,6,6,,4,,,,,,,,
0,2021-05-07 12:47:01,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 12:46:57,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 12:46:34,,,,,,,,,,,,,,,2,,,,,,,,
6,2021-05-07 12:45:56,days,1,,,,,,,,,,2,6,5,1,6,2,,,,,,
6,2021-05-07 12:44:54,continuous,0,,,,,,,,,,1,4,1,1,1,1,,,,,,
1,2021-05-07 12:41:20,,,,,,,,,,,,1,1,1,1,1,1,,,,,,
0,2021-05-07 12:39:35,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 12:38:59,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 12:38:16,,,,,,,,,,,,1,,,,,,,,,,,
6,2021-05-07 12:38:01,days,1,,,,,,,,,,1,3,1,,1,1,,,,,,
1,2021-05-07 12:35:47,,,,,,,,,,,,,,,1,,,,,,,,
6,2021-05-07 12:34:56,continuous,0,,,,,,,,,,1,1,1,1,1,3,,,,,,
0,2021-05-07 12:33:23,days,0,,,,,,,,,,5,6,6,6,1,4,,,,,,
2,2021-05-07 12:32:53,,,,,,,,,,,,7,,7,,,,,,,,,
0,2021-05-07 12:31:06,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 12:31:03,,,,,,,,,,,,,,,7,,,,,,,,
0,2021-05-07 12:30:47,days,0,,,,,,,,,,7,7,7,7,7,7,,,,,,
"",2021-05-07 12:30:10,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 12:29:36,days,0,,,,,,,,,,1,1,7,3,1,3,,,,,,
0,2021-05-07 12:29:18,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 12:27:25,,,,,,,,,,,,,,,7,,,,,,,,
5,2021-05-07 12:22:39,,,,,,,,,,,,5,6,,6,6,5,,,,,,
1,2021-05-07 12:22:04,,,,,,,,,,,,,,,,,2,,,,,,
6,2021-05-07 12:20:16,continuous,1,Yes,Yes,Yes,A,Female,45-65,1,B,A,1,1,1,4,3,1,1,1,3,3,5,5
"",2021-05-07 12:20:03,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 12:18:58,,,,,,,,,,,,,1,,,,,,,,,,
"",2021-05-07 12:18:08,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 12:16:43,,,,,,,,,,,,1,,1,5,,1,,,,,,
5,2021-05-07 12:16:05,continuous,1,Yes,Yes,Yes,B,,,,,,2,6,5,5,6,5,,7,4,3,2,2
0,2021-05-07 12:15:21,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 12:15:06,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 12:14:44,continuous,0,,,,,,,,,,,4,,5,1,4,,,,,,
0,2021-05-07 12:14:33,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 12:12:30,,,,,,,,,,,,1,5,1,,1,1,,,,,,
6,2021-05-07 12:11:17,days,1,,,,,,,,,,3,5,4,5,3,4,,,,,,
6,2021-05-07 12:10:02,continuous,1,Yes,,,,,,,,,2,4,2,3,1,2,,,,,,
2,2021-05-07 12:06:09,,,,,,,,,,,,1,,,,1,,,,,,,
5,2021-05-07 12:05:49,,,,,,,,,,,,1,1,,1,1,1,,,,,,
4,2021-05-07 12:05:16,,,,,,,,,,,,1,2,3,,2,,,,,,,
6,2021-05-07 12:03:30,continuous,1,No,No,,,,,,,,5,5,2,5,1,2,,,,,,
3,2021-05-07 12:03:25,,,,,,,,,,,,,4,,1,4,,,,,,,
0,2021-05-07 12:03:24,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 12:03:22,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-07 12:02:36,,,,,,,,,,,,1,1,1,,,,,,,,,
5,2021-05-07 12:01:19,,,,,,,,,,,,1,7,,6,7,7,,,,,,
"",2021-05-07 11:58:12,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 11:57:33,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 11:54:42,continuous,0,,,,,,,,,,2,6,5,7,2,4,,,,,,
0,2021-05-07 11:54:06,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 11:49:03,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 11:47:39,days,0,,,,,,,,,,4,4,4,6,1,4,,,,,,
0,2021-05-07 11:47:25,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 11:42:35,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 11:39:26,,,,,,,,,,,,,5,5,,,,,,,,,
0,2021-05-07 11:34:16,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 11:33:17,continuous,0,,,,B,,,,,,2,6,4,4,2,1,,,,,,
1,2021-05-07 11:32:32,,,,,,,,,,,,,,,1,,,,,,,,
5,2021-05-07 11:29:59,,,,,,,,,,,,7,7,7,7,7,,,,,,,
6,2021-05-07 11:29:58,continuous,0,,,,A,Male,45-65,1,D,C,1,1,1,1,1,1,1,1,1,1,1,1
0,2021-05-07 11:29:16,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 11:25:40,days,1,,,,,,,,,,1,5,1,6,1,1,,,,,,
6,2021-05-07 11:22:35,continuous,0,,,,,,,,,,1,1,1,1,2,1,,,,,,
6,2021-05-07 11:22:11,days,1,,,,,,,,,,3,5,5,6,4,4,,,,,,
2,2021-05-07 11:21:18,,,,,,,,,,,,,,4,Stop,,3,,,,,,
0,2021-05-07 11:21:06,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 11:20:34,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 11:17:58,,,,,,,,,,,,,7,4,4,1,4,,,,,,
5,2021-05-07 11:15:35,,,,,,,,,,,,5,2,2,7,,7,,,,,,
1,2021-05-07 11:15:32,,,,,,,,,,,,,,,,5,,,,,,,
0,2021-05-07 11:14:21,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 11:10:48,,,,,,,,,,,,4,,,,,4,,,,,,
0,2021-05-07 11:10:31,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 11:10:24,continuous,1,Yes,,,,,,,,,1,2,7,1,7,2,,,,,,
0,2021-05-07 11:09:20,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 11:08:25,,,,,,,,,,,,5,5,5,6,,5,,,,,,
6,2021-05-07 11:06:15,continuous,0,,,,,,,,,,1,7,1,6,7,7,,,,,,
0,2021-05-07 11:06:00,,,,,,,,,,,,,6,,,,,,,,,,
5,2021-05-07 11:05:37,,,,,,,,,,,,2,5,2,6,2,,,,,,,
0,2021-05-07 11:05:31,continuous,0,,,,C,,,,,,1,1,1,1,1,1,,Stop,,,,
6,2021-05-07 11:05:08,continuous,1,Yes,Yes,Yes,A,Female,45-65,1,D,D,1,5,1,1,4,2,1,1,1,1,1,1
"",2021-05-07 11:03:04,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 11:02:04,continuous,0,,,,,,,,,,2,7,2,5,5,1,,,,,,
2,2021-05-07 10:57:31,,,,,,,,,,,,,,7,,,7,,,,,,
5,2021-05-07 10:56:55,,,,,,,,,,,,7,7,7,7,,7,,,,,,
1,2021-05-07 10:56:23,,,,,,,,,,,,,6,,,,,,,,,,
"",2021-05-07 10:55:15,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-07 10:55:15,,,,,,,,,,,,,,4,1,7,,,,,,,
"",2021-05-07 10:53:45,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 10:40:45,,,,,,,,,,,,1,4,1,1,1,,,,,,,
5,2021-05-07 10:39:53,continuous,0,,,,B,,,,,,4,6,7,6,6,6,1,1,3,2,1,
1,2021-05-07 10:35:54,,,,,,,,,,,,,7,,,,,,,,,,
"",2021-05-07 10:33:13,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 10:32:10,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 10:31:58,continuous,1,Yes,,,,,,,,,4,6,4,5,1,5,,,,,,
0,2021-05-07 10:28:24,,,,,,,,,,,,,,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX9RAYfo&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=3e37ce8e30023245b63bd144eb561bde&oe=60BA8BC9,,,,,,,,,
0,2021-05-07 10:21:14,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 10:16:57,days,1,,,,,,,,,,2,4,4,7,2,5,,,,,,
6,2021-05-07 10:15:25,days,1,,,,,,,,,,1,5,1,7,1,1,,,,,,
5,2021-05-07 10:14:29,,,,,,,,,,,,3,1,1,6,1,,,,,,,
0,2021-05-07 10:13:13,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 10:04:45,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 09:58:44,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 09:58:03,,,,,,,,,,,,,,,7,,1,,,,,,
1,2021-05-07 09:55:22,,,,,,,,,,,,4,,,,,,,,,,,
6,2021-05-07 09:48:59,continuous,0,,,,,,,,,,2,3,3,2,3,3,,,,,,
5,2021-05-07 09:46:26,,,,,,,,,,,,,5,7,2,5,7,,,,,,
"",2021-05-07 09:40:53,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 09:38:34,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 09:29:19,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-07 09:26:17,,,,,,,,,,,,3,3,,3,,,,,,,,
"",2021-05-07 09:24:56,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 09:24:43,,,,,,,,,,,,,,,,Fuck you you are  a bunch of nutters.,,,,,,,
1,2021-05-07 09:23:41,,,,,,,,,,,,7,,,,,,,,,,,
"",2021-05-07 09:11:34,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 09:10:06,,,,,,,,,,,,4,4,4,4,,4,,,,,,
"",2021-05-07 09:08:59,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 09:04:22,,,,,,,,,,,,,,,,5,,,,,,,
0,2021-05-07 08:56:20,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 08:52:05,,,,,,,,,,,,1,1,,1,1,1,,,,,,
2,2021-05-07 08:41:51,,,,,,,,,,,,2,,4,,,,,,,,,
4,2021-05-07 08:32:37,continuous,1,Yes,No,Yes,A,,,,,,4,6,3,1,7,4,,6,,1,1,4
"",2021-05-07 08:29:50,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 08:29:25,,,,,,,,,,,,1,3,1,7,,1,,,,,,
0,2021-05-07 08:27:27,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 08:26:41,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 08:22:28,,,,,,,,,,,,,1,1,2,3,1,,,,,,
3,2021-05-07 08:22:10,,,,,,,,,,,,1,1,,,1,,,,,,,
2,2021-05-07 08:18:27,,,,,,,,,,,,,1,,,5,,,,,,,
0,2021-05-07 08:17:41,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 08:07:24,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 08:07:08,continuous,0,,,,,,,,,,1,7,1,7,4,7,,,,,,
5,2021-05-07 08:06:55,,,,,,,,,,,,1,1,1,5,,1,,,,,,
5,2021-05-07 08:02:36,,,,,,,,,,,,6,2,2,1,,6,,,,,,
4,2021-05-07 08:01:07,,,,,,,,,,,,7,7,,1,7,,,,,,,
3,2021-05-07 08:00:58,,,,,,,,,,,,,,4,1,5,,,,,,,
"",2021-05-07 07:55:25,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 07:46:49,,,,,,,,,,,,,1,1,1,1,1,,,,,,
0,2021-05-07 07:46:36,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 07:39:35,,,,,,,,,,,,1,3,,,3,3,,,,,,
1,2021-05-07 07:27:16,,,,,,,,,,,,,,5,,,,,,,,,
2,2021-05-07 07:19:48,,,,,,,,,,,,,,6,7,,,,,,,,
"",2021-05-07 07:18:45,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-07 07:18:41,,,,,,,,,,,,7,,5,,4,2,,,,,,
"",2021-05-07 07:18:07,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 07:14:25,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 07:13:11,,,,,,,,,,,,,4,,,,4,,,,,,
0,2021-05-07 07:08:48,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 06:32:27,continuous,1,Yes,I'm not afraid of being tracked btw.,Yes,A,Female,18-29,1,C,A,1,1,1,,1,1,1,1,1,1,1,1
6,2021-05-07 06:31:55,continuous,1,Yes,,,,,,,,,5,6,6,5,5,6,,,,,,
"",2021-05-07 06:29:26,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 06:28:53,continuous,1,Yes,No,Yes,B,Male,45-65,1,C,B,1,2,1,4,2,2,1,2,1,2,3,1
6,2021-05-07 06:27:37,days,1,,,,,,,,,,7,7,5,7,3,6,,,,,,
"",2021-05-07 06:23:55,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 06:21:55,,,,,,,,,,,,1,,2,1,5,1,,,,,,
"",2021-05-07 06:14:43,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 06:12:23,,,,,,,,,,,,6,,,,,,,,,,,
"",2021-05-07 06:11:22,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 06:11:08,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 06:06:31,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 05:57:23,,,,,,,,,,,,1,,1,,Stop,,,,,,,
"",2021-05-07 05:55:03,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-07 05:54:27,,,,,,,,,,,,,,,,1,,,,,,,
0,2021-05-07 05:53:29,days,0,,,,,,,,,,1,7,5,7,6,5,,,,,,
"",2021-05-07 05:44:21,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 05:43:40,days,0,,,,,,,,,,1,3,2,1,2,1,,,,,,
2,2021-05-07 05:39:15,,,,,,,,,,,,,,,,7,3,,,,,,
3,2021-05-07 05:30:42,,,,,,,,,,,,,,7,,7,7,,,,,,
1,2021-05-07 05:28:59,,,,,,,,,,,,,6,You are losing my interest in a hurry get to the point I'll answer anything but don't mean to go sideways to do it,,,,,,,,,
3,2021-05-07 05:27:00,,,,,,,,,,,,,6,6,,6,,,,,,,
0,2021-05-07 05:26:41,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 05:23:47,days,0,,,,,,,,,,1,1,2,1,5,1,,,,,,
3,2021-05-07 05:14:43,,,,,,,,,,,,2,,1,1,,,,,,,,
6,2021-05-07 05:12:22,continuous,1,Yes,No,No,C,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
"",2021-05-07 05:09:16,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 05:07:11,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-07 05:03:02,,,,,,,,,,,,1,6,2,7,,2,,,,,,
0,2021-05-07 05:02:05,days,0,,,,,,,,,,1,4,2,1,3,7,,,,,,
0,2021-05-07 05:01:52,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-07 05:00:29,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 04:57:44,continuous,0,,,,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX9odgzL&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=a2186522bee251ff9871d08de532e7a4&oe=60BA8BC9,,,,,,1,4,,1,3,1,,,,,,
5,2021-05-07 04:57:34,,,,,,,,,,,,7,7,7,1,7,,,,,,,
6,2021-05-07 04:53:12,continuous,1,Yes,Yes,Yes,A,Female,Over 65,1,B,B,6,3,1,6,3,3,1,1,4,1,1,1
6,2021-05-07 04:48:29,continuous,1,Yes,Especially from the left and CNN,,,,,,,,1,6,6,7,3,4,,,,,,
4,2021-05-07 04:47:06,,,,,,,,,,,,2,3,2,,,1,,,,,,
6,2021-05-07 04:43:13,days,1,,,,,,,,,,4,1,6,5,2,3,,,,,,
"",2021-05-07 04:41:20,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 04:40:41,continuous,1,Yes,No,,Pass,,,,,,3,1,1,3,1,3,,,,,,
1,2021-05-07 04:37:58,,,,,,,,,,,,,1,,,,,,,,,,
1,2021-05-07 04:34:55,,,,,,,,,,,,,,,,1,,,,,,,
5,2021-05-07 04:32:09,,,,,,,,,,,,2,2,4,4,1,,,,,,,
2,2021-05-07 04:29:08,,,,,,,,,,,,,2,,,2,,,,,,,
6,2021-05-07 04:28:57,days,1,,,,,,,,,,1,1,1,2,1,1,,,,,,
"",2021-05-07 04:28:11,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 04:28:07,days,0,,,,,,,,,,4,4,4,1,6,4,,,,,,
"",2021-05-07 04:27:24,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 04:24:48,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 04:22:46,continuous,0,,,,D,Male,Over 65,1,C,B,6,5,6,6,4,6,5,4,6,6,5,5
5,2021-05-07 04:21:41,,,,,,,,,,,,1,1,1,1,,1,,,,,,
"",2021-05-07 04:21:34,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 04:21:11,continuous,1,Yes,No,,,,,,,,6,6,6,7,3,7,,,,,,
4,2021-05-07 04:20:26,continuous,0,,,,A,,,,,,7,5,5,1,5,1,,5,5,1,1,
"",2021-05-07 04:20:13,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-07 04:15:41,,,,,,,,,,,,,3,,1,,,,,,,,
3,2021-05-07 04:15:14,,,,,,,,,,,,1,3,,1,,,,,,,,
"",2021-05-07 04:15:05,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-07 04:14:15,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-07 04:14:08,days,1,,,,,,,,,,7,5,1,1,7,1,,,,,,
5,2021-05-07 04:13:09,,,,,,,,,,,,6,,2,7,1,4,,,,,,
